duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1087,1,1991,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5349,3,1967,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,858,2,1992,Female
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2769,3,1967,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,3379,2,1974,Male
7 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5037,2,1982,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,707,3,1975,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),9,Broadway at Battery St,5029,2,1959,Male
12 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4375,2,1971,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5350,1,1980,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5491,2,1973,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5035,3,1986,Male
10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4834,2,1990,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,1310,2,1969,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5292,2,1968,Male
7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1228,2,1980,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5342,2,1981,Female
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5398,2,1982,Male
10 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,5293,2,1989,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5524,2,1988,Female
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5538,2,1967,Male
10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,492,2,1976,Male
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1975,2,1987,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,1457,2,1989,Female
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,2426,2,1982,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4977,1,1990,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4572,3,1965,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,3611,3,1972,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4438,2,1986,Male
6 minutes,22,Howard St at Beale St,14,Clay St at Battery St,530,1,1998,Male
6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,2200,3,1988,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4961,3,1992,Male
5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4936,1,1986,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,2774,2,1983,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4624,2,1981,Male
8 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,5458,2,1981,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5441,1,1972,Male
4 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,5152,1,1980,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2446,2,1991,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5464,2,1977,Male
5 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,4967,2,1987,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5250,1,1976,Male
24 minutes,22,Howard St at Beale St,120,Mission Dolores Park,4958,2,1998,Male
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4937,3,1979,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,1168,1,1978,Male
9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5386,2,1992,Female
4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5469,1,1990,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5023,3,1978,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,2375,2,1976,Male
11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5490,2,1994,Male
16 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,270,2,1972,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4821,2,1973,Male
2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5247,3,1992,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4413,2,1991,Male
9 minutes,81,Berry St at 4th St,19,Post St at Kearny St,6235,2,1988,Male
7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1367,2,1984,Male
10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4974,1,1992,Female
8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5487,2,1993,Male
4 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,4653,1,1989,Female
11 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,521,3,1970,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4796,2,1986,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,2185,2,1963,Male
13 minutes,81,Berry St at 4th St,77,11th St at Natoma St,3319,2,1990,Female
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,3237,3,1978,Other
5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4706,2,1989,Male
7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5023,1,1994,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1591,1,1988,Male
10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4801,1,1967,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4375,3,1975,Male
9 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,2053,1,1983,Male
9 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,1176,2,1974,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4852,3,1989,Female
8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5304,2,1970,Male
7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3595,2,1974,Male
10 minutes,22,Howard St at Beale St,19,Post St at Kearny St,1252,2,1998,Female
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5338,1,1977,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4911,1,1991,Male
8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5465,3,1989,Female
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5132,2,1985,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,2993,2,1993,Male
6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,3653,3,1983,Male
6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,4629,3,1988,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),3589,2,1988,Female
12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,1650,1,1986,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2426,1,1977,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,430,3,1980,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3494,2,1992,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),136,23rd St at San Bruno Ave,4600,3,1994,Female
9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4974,2,1983,Male
9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5487,3,1991,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5411,3,1974,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3223,3,1973,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5267,2,1982,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3186,3,1977,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4822,1,1967,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,2881,1,1963,Female
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5302,2,1979,Male
4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5307,1,1974,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,5056,2,1972,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5485,2,1965,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5556,2,1988,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,495,2,1991,Male
16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,2830,2,1996,Female
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5041,1,1991,Male
13 minutes,22,Howard St at Beale St,101,15th St at Potrero Ave,4988,2,1989,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5218,2,1993,Male
7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,5388,2,1962,Male
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),3379,2,1972,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4965,3,1964,Male
6 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5338,1,1984,Male
23 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1176,2,1987,Male
11 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,2656,2,1969,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5273,1,1988,Female
11 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,5226,1,1977,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,1436,2,1976,Female
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5304,2,1973,Male
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),2558,2,1986,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3653,3,1988,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5576,1,1982,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),3106,1,1953,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5570,3,1986,Male
11 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5524,2,1991,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4802,2,1985,Female
7 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,134,2,1990,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5048,2,1977,Male
4 minutes,81,Berry St at 4th St,104,4th St at 16th St,4344,2,1995,Female
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,4736,2,1973,Male
16 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,2120,2,1990,Female
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5572,3,1985,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,4382,3,1972,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),28,The Embarcadero at Bryant St,5349,1,1965,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,5278,2,1984,Female
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5488,2,1986,Male
9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1346,2,1970,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,5232,1,1975,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4835,2,1982,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5356,3,1986,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1689,3,1978,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5474,3,1969,Female
15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1443,3,1978,Female
17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,427,2,1969,Female
6 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5538,2,1971,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,4811,3,1960,Male
5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4706,3,1974,Female
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5237,1,1982,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),14,Clay St at Battery St,4751,2,1985,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1650,1,1970,Male
4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,97,3,1988,Male
17 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5462,3,1965,Female
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3246,2,1963,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2497,1,1983,Male
9 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4835,2,1983,Female
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),861,2,1985,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5226,2,1988,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,4986,3,1968,Male
2 minutes,21,Montgomery St BART Station (Market St at 2nd St),363,Salesforce Transit Center (Natoma St at 2nd St),5526,1,1981,Male
9 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),4654,1,1988,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,1225,2,1989,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2185,3,1967,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,97,3,1984,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3109,1,1994,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,343,3,1989,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5294,2,1983,Male
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2711,2,1986,Female
9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5232,2,1991,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3237,3,1970,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,610,2,1983,Male
8 minutes,22,Howard St at Beale St,9,Broadway at Battery St,247,1,1959,Male
3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,2113,2,1976,Male
7 minutes,81,Berry St at 4th St,126,Esprit Park,4825,2,1982,Female
8 minutes,22,Howard St at Beale St,47,4th St at Harrison St,935,3,1970,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5035,1,1992,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5267,2,1979,Male
10 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1596,2,1996,Female
